id,date,patient_count,source,notes,created_at
1934,2017-04-18,339,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1935,2017-04-19,314,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1936,2017-04-20,288,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1937,2017-04-21,293,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1938,2017-04-22,278,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1939,2017-04-23,289,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1940,2017-04-24,320,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1941,2017-04-25,305,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1942,2017-04-26,303,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1943,2017-04-27,286,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1944,2017-04-28,308,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1945,2017-04-29,302,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1946,2017-04-30,316,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1947,2017-05-01,324,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1948,2017-05-02,344,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1949,2017-05-03,287,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1950,2017-05-04,303,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1951,2017-05-05,292,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1952,2017-05-06,312,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1953,2017-05-07,293,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1954,2017-05-08,343,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1955,2017-05-09,308,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1956,2017-05-10,312,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1957,2017-05-11,295,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1958,2017-05-12,287,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1959,2017-05-13,263,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1960,2017-05-14,291,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1961,2017-05-15,338,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1962,2017-05-16,344,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1963,2017-05-17,328,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1964,2017-05-18,319,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1965,2017-05-19,300,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1966,2017-05-20,303,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1967,2017-05-21,291,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1968,2017-05-22,339,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1969,2017-05-23,274,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1970,2017-05-24,283,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1971,2017-05-25,277,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1972,2017-05-26,298,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1973,2017-05-27,281,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1974,2017-05-28,295,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1975,2017-05-29,337,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1976,2017-05-30,297,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1977,2017-05-31,361,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1978,2017-06-01,313,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1979,2017-06-02,287,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1980,2017-06-03,300,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1981,2017-06-04,293,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1982,2017-06-05,323,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1983,2017-06-06,318,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1984,2017-06-07,286,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1985,2017-06-08,290,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1986,2017-06-09,310,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1987,2017-06-10,307,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1988,2017-06-11,307,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1989,2017-06-12,292,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1990,2017-06-13,253,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1991,2017-06-14,294,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1992,2017-06-15,333,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1993,2017-06-16,271,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1994,2017-06-17,253,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1995,2017-06-18,288,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1996,2017-06-19,288,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1997,2017-06-20,318,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1998,2017-06-21,284,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
1999,2017-06-22,309,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2000,2017-06-23,304,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2001,2017-06-24,298,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2002,2017-06-25,322,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2003,2017-06-26,340,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2004,2017-06-27,296,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2005,2017-06-28,320,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2006,2017-06-29,312,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2007,2017-06-30,286,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2008,2017-07-01,304,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2009,2017-07-02,342,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2010,2017-07-03,304,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2011,2017-07-04,319,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2012,2017-07-05,320,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2013,2017-07-06,311,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2014,2017-07-07,332,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2015,2017-07-08,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2016,2017-07-09,325,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2017,2017-07-10,335,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2018,2017-07-11,323,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2019,2017-07-12,328,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2020,2017-07-13,315,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2021,2017-07-14,312,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2022,2017-07-15,326,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2023,2017-07-16,296,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2024,2017-07-17,269,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2025,2017-07-18,227,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2026,2017-07-19,283,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2027,2017-07-20,304,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2028,2017-07-21,285,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2029,2017-07-22,266,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2030,2017-07-23,301,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2031,2017-07-24,337,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2032,2017-07-25,242,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2033,2017-07-26,258,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2034,2017-07-27,258,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2035,2017-07-28,258,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2036,2017-07-29,222,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2037,2017-07-30,254,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2038,2017-07-31,277,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2039,2017-08-01,245,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2040,2017-08-02,254,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2041,2017-08-03,238,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2042,2017-08-04,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2043,2017-08-05,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2044,2017-08-06,253,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2045,2017-08-07,322,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2046,2017-08-08,278,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2047,2017-08-09,267,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2048,2017-08-10,257,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2049,2017-08-11,304,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2050,2017-08-12,225,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2051,2017-08-13,244,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2052,2017-08-14,324,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2053,2017-08-15,265,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2054,2017-08-16,252,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2055,2017-08-17,291,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2056,2017-08-18,266,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2057,2017-08-19,257,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2058,2017-08-20,237,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2059,2017-08-21,289,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2060,2017-08-22,301,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2061,2017-08-23,222,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2062,2017-08-24,284,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2063,2017-08-25,296,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2064,2017-08-26,232,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2065,2017-08-27,238,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2066,2017-08-28,280,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2067,2017-08-29,279,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2068,2017-08-30,263,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2069,2017-08-31,247,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2070,2017-09-01,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2071,2017-09-02,250,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2072,2017-09-03,244,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2073,2017-09-04,257,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2074,2017-09-05,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2075,2017-09-06,241,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2076,2017-09-07,264,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2077,2017-09-08,278,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2078,2017-09-09,222,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2079,2017-09-10,278,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2080,2017-09-11,301,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2081,2017-09-12,295,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2082,2017-09-13,270,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2083,2017-09-14,245,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2084,2017-09-15,268,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2085,2017-09-16,263,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2086,2017-09-17,285,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2087,2017-09-18,316,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2088,2017-09-19,283,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2089,2017-09-20,290,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2090,2017-09-21,311,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2091,2017-09-22,281,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2092,2017-09-23,254,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2093,2017-09-24,224,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2094,2017-09-25,293,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2095,2017-09-26,290,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2096,2017-09-27,294,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2097,2017-09-28,284,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2098,2017-09-29,249,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2099,2017-09-30,249,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2100,2017-10-01,238,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2101,2017-10-02,290,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2102,2017-10-03,311,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2103,2017-10-04,282,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2104,2017-10-05,297,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.932Z),2025-12-29 22:51:52.941979+00:00
2105,2017-10-06,305,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2106,2017-10-07,284,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2107,2017-10-08,285,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2108,2017-10-09,325,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2109,2017-10-10,298,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2110,2017-10-11,291,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2111,2017-10-12,291,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2112,2017-10-13,296,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2113,2017-10-14,270,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2114,2017-10-15,273,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2115,2017-10-16,309,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2116,2017-10-17,273,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2117,2017-10-18,264,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2118,2017-10-19,283,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2119,2017-10-20,259,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2120,2017-10-21,268,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2121,2017-10-22,268,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2122,2017-10-23,293,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2123,2017-10-24,273,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2124,2017-10-25,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2125,2017-10-26,288,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2126,2017-10-27,288,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
2127,2017-10-28,244,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.933Z),2025-12-29 22:51:52.941979+00:00
