Date,Pressure_hPa,Temp_Mean,DewPoint,Humidity_pct,Cloud_pct,Rainfall_mm,Temp_Max,Temp_Min,Sunshine_hrs,Wind_kmh,Visibility_km
2016-02-08,1023.9,14.8,4.3,52.0,0.0,0.0,19.6,11.6,10.2,16.7,0.0
2016-02-09,1020.8,16.7,7.2,54.0,29.0,0.0,21.2,12.7,10.2,17.2,0.0
2016-02-10,1017.5,16.6,9.8,64.0,77.0,0.2,17.3,15.3,0.1,22.0,0.0
2016-02-11,1014.9,18.8,16.4,86.0,80.0,0.05,22.4,17.2,2.4,15.8,8.0
2016-02-12,1013.4,19.2,18.5,95.0,86.0,0.1,21.6,17.6,0.6,13.9,1.0
2016-02-13,1012.5,23.1,21.1,89.0,76.0,0.0,25.9,21.3,3.5,10.2,0.0
2016-02-14,1014.8,21.7,18.1,81.0,82.0,0.05,24.6,17.4,3.9,15.3,0.0
2016-02-15,1024.3,13.2,6.6,64.0,88.0,0.3,17.5,11.4,0.0,33.5,0.0
2016-02-16,1025.4,12.8,6.0,63.0,89.0,0.0,15.1,10.9,0.7,23.5,0.0
2016-02-17,1024.1,12.9,8.9,77.0,91.0,1.7,14.4,11.6,0.0,19.2,0.0
2016-02-18,1021.9,13.7,11.8,89.0,95.0,3.4,15.0,11.7,0.0,18.6,5.0
2016-02-19,1020.3,15.3,13.3,88.0,94.0,4.4,16.3,14.6,0.0,22.2,7.0
2016-02-20,1023.2,16.0,9.6,67.0,55.0,2.4,20.1,12.5,5.9,23.9,0.0
2016-02-21,1022.2,15.0,11.0,77.0,82.0,0.05,15.9,14.7,0.0,44.7,11.0
2016-02-22,1020.6,16.1,14.7,91.0,88.0,0.5,17.6,14.6,0.3,24.4,10.0
2016-02-23,1022.3,15.5,14.3,92.0,88.0,0.5,16.7,13.7,0.0,19.3,1.0
2016-02-24,1027.5,13.7,10.0,78.0,88.0,0.05,15.5,12.3,0.0,28.0,0.0
2016-02-25,1028.9,14.8,10.5,76.0,87.0,0.0,16.8,13.5,0.1,20.4,0.0
2016-02-26,1027.4,15.2,11.6,79.0,88.0,0.05,17.6,14.0,0.2,15.2,7.0
2016-02-27,1024.7,15.5,11.7,79.0,79.0,0.05,17.5,13.8,5.0,9.1,5.0
2016-02-28,1023.8,16.6,11.5,72.0,49.0,0.0,20.9,13.3,9.5,9.2,4.0
2016-02-29,1024.4,18.5,10.1,61.0,19.0,0.0,24.8,14.4,10.7,16.9,7.0
2016-03-01,1024.7,16.5,11.5,73.0,43.0,0.0,19.7,14.6,9.9,34.2,16.0
2016-03-02,1023.8,16.6,11.4,72.0,32.0,0.0,20.6,14.4,10.6,27.1,2.0
2016-03-03,1020.9,18.7,14.0,75.0,46.0,0.0,23.8,15.4,10.0,14.7,1.0
2016-03-04,1018.1,20.2,16.9,82.0,71.0,0.0,23.2,18.1,3.0,15.4,1.0
2016-03-05,1016.7,20.8,16.9,79.0,83.0,0.05,23.1,19.2,0.5,13.3,0.0
2016-03-06,1015.8,21.8,18.0,79.0,72.0,0.0,25.9,19.2,7.6,6.6,0.0
2016-03-07,1014.9,19.7,18.2,91.0,76.0,0.2,21.3,18.9,0.0,13.8,0.0
2016-03-08,1012.5,20.1,18.9,93.0,88.0,0.0,21.5,18.9,0.3,15.3,4.0
2016-03-09,1012.5,20.8,19.9,95.0,88.0,15.5,22.9,17.1,0.6,15.1,0.0
2016-03-10,1019.5,13.4,12.2,93.0,93.0,16.8,17.2,10.0,0.0,39.7,0.0
2016-03-11,1022.6,11.9,8.0,77.0,93.0,0.1,14.3,10.0,0.0,25.0,0.0
2016-03-12,1017.7,13.6,11.4,87.0,100.0,0.1,14.5,12.7,0.0,36.0,3.0
2016-03-13,1014.5,15.8,15.1,96.0,99.0,6.8,17.0,14.4,0.0,22.8,1.0
2016-03-14,1018.0,15.3,12.4,83.0,89.0,0.8,16.5,14.2,1.1,26.7,1.0
2016-03-15,1017.1,14.8,11.1,79.0,94.0,0.05,15.5,14.0,0.0,38.0,4.0
2016-03-16,1015.0,15.3,13.6,90.0,100.0,1.1,16.3,14.1,0.0,33.2,9.0
2016-03-17,1014.3,16.5,16.0,97.0,97.0,2.2,17.4,15.6,0.0,26.5,4.0
2016-03-18,1012.0,19.5,19.0,97.0,92.0,0.05,21.9,17.2,0.1,13.1,0.0
2016-03-19,1013.0,22.4,21.4,94.0,85.0,0.05,24.9,20.3,1.5,12.5,1.0
2016-03-20,1014.7,19.0,17.4,91.0,96.0,0.3,23.1,17.6,0.0,28.0,10.0
2016-03-21,1014.8,17.1,16.3,95.0,95.0,59.6,18.2,16.4,0.1,38.3,0.0
2016-03-22,1013.4,16.6,16.0,96.0,100.0,1.7,17.3,15.9,0.0,33.5,4.0
2016-03-23,1012.8,18.4,18.0,97.0,95.0,8.7,20.6,17.1,0.6,22.0,0.0
2016-03-24,1020.2,15.3,14.9,98.0,99.0,33.4,17.7,12.7,0.0,42.0,0.0
2016-03-25,1023.9,13.7,9.2,75.0,88.0,1.4,15.7,11.6,0.2,19.4,0.0
2016-03-26,1023.6,15.8,9.8,68.0,22.0,0.0,20.2,12.6,11.1,13.4,0.0
2016-03-27,1024.1,17.3,8.4,58.0,19.0,0.0,22.4,14.6,11.1,14.6,0.0
2016-03-28,1024.1,16.9,10.0,65.0,58.0,0.0,19.9,15.2,5.6,26.9,0.0
2016-03-29,1021.4,17.7,9.6,59.0,74.0,0.05,19.4,15.7,2.4,20.5,0.0
2016-03-30,1018.3,20.0,16.3,79.0,89.0,0.05,22.2,18.4,2.4,14.8,16.0
2016-03-31,1015.3,21.5,18.9,86.0,83.0,0.0,25.5,19.1,6.1,4.5,11.0
2016-04-01,1014.5,21.9,19.5,86.0,83.0,0.0,25.3,19.9,3.6,8.3,3.0
2016-04-02,1015.6,21.3,19.6,90.0,81.0,0.05,23.8,19.8,1.5,14.5,0.0
2016-04-03,1014.6,23.0,20.7,87.0,88.0,0.0,26.5,21.0,2.3,9.2,0.0
2016-04-04,1012.5,23.6,21.4,88.0,84.0,4.3,28.1,20.7,2.2,8.0,0.0
2016-04-05,1013.3,22.3,20.8,91.0,78.0,0.05,24.4,20.7,1.0,14.8,0.0
2016-04-06,1013.3,23.1,21.6,91.0,83.0,0.0,26.5,21.5,6.9,20.0,0.0
2016-04-07,1013.2,23.9,22.3,91.0,84.0,0.0,26.9,22.4,1.8,10.0,1.0
2016-04-08,1013.3,25.3,22.9,87.0,84.0,0.05,27.9,23.2,2.5,9.1,1.0
2016-04-09,1011.6,25.7,23.2,86.0,88.0,0.05,27.5,24.4,1.2,17.3,0.0
2016-04-10,1009.2,23.3,21.9,92.0,93.0,22.1,26.3,21.3,0.0,20.5,0.0
2016-04-11,1010.1,21.5,19.9,91.0,89.0,0.4,22.8,20.1,0.0,31.8,0.0
2016-04-12,1009.1,20.3,19.3,94.0,88.0,11.4,21.3,19.9,0.0,29.8,0.0
2016-04-13,1005.5,21.8,21.6,98.0,93.0,76.4,25.1,20.9,0.0,14.5,0.0
2016-04-14,1008.5,23.1,22.8,98.0,88.0,0.7,25.2,21.6,0.0,11.2,0.0
2016-04-15,1011.4,21.1,20.6,97.0,88.0,3.4,23.5,20.6,0.0,20.0,2.0
2016-04-16,1010.5,24.7,22.7,89.0,81.0,0.05,28.1,20.6,3.5,15.3,0.0
2016-04-17,1010.9,25.9,24.2,90.0,86.0,0.05,27.5,24.1,1.1,16.0,0.0
2016-04-18,1014.4,23.1,20.8,87.0,81.0,23.7,26.7,20.1,1.2,19.6,1.0
2016-04-19,1017.4,20.5,18.1,86.0,88.0,0.05,21.8,20.1,0.0,35.3,0.0
2016-04-20,1014.6,21.6,19.5,88.0,89.0,0.05,22.9,20.2,0.2,20.9,1.0
2016-04-21,1012.5,24.6,22.3,87.0,80.0,0.05,28.4,22.0,4.8,7.3,0.0
2016-04-22,1010.7,23.7,22.0,90.0,81.0,8.3,26.1,21.0,1.0,11.1,0.0
2016-04-23,1008.2,24.9,22.8,88.0,81.0,2.8,27.7,22.6,0.3,13.0,0.0
2016-04-24,1008.7,24.4,23.2,93.0,84.0,41.4,26.1,23.2,1.4,8.5,0.0
2016-04-25,1009.8,26.0,24.3,90.0,83.0,12.4,28.4,23.9,3.1,13.0,0.0
2016-04-26,1009.5,27.2,24.5,86.0,87.0,0.05,28.5,26.0,1.3,24.2,0.0
2016-04-27,1008.2,26.8,24.0,85.0,83.0,0.9,29.1,25.4,3.6,20.2,6.0
2016-04-28,1010.4,26.0,23.0,84.0,78.0,1.7,28.2,24.7,4.6,12.5,0.0
2016-04-29,1013.9,24.1,19.6,76.0,68.0,0.05,26.3,22.9,6.0,30.5,0.0
2016-04-30,1012.2,22.5,18.7,80.0,89.0,1.5,23.4,20.8,0.3,27.0,1.0
2016-05-01,1011.5,22.2,20.9,92.0,90.0,3.1,23.4,20.4,0.5,23.7,2.0
2016-05-02,1011.0,25.6,23.6,89.0,82.0,0.3,29.8,22.8,2.0,11.1,2.0
2016-05-03,1011.4,26.5,23.9,86.0,84.0,30.7,30.8,22.8,3.1,11.8,0.0
2016-05-04,1011.4,25.8,23.4,87.0,82.0,0.05,28.2,23.2,2.7,9.2,0.0
2016-05-05,1010.5,28.1,25.1,84.0,85.0,0.0,30.9,26.2,2.0,15.4,0.0
2016-05-06,1009.9,28.4,25.3,83.0,84.0,0.0,30.5,27.2,2.9,15.5,0.0
2016-05-07,1010.6,28.7,25.1,81.0,69.0,0.0,31.0,27.1,4.7,12.1,0.0
2016-05-08,1011.4,28.7,25.2,82.0,80.0,0.0,31.2,27.3,3.8,9.5,0.0
2016-05-09,1010.1,28.7,25.0,81.0,69.0,0.0,30.6,26.9,3.9,16.3,0.0
2016-05-10,1008.1,26.6,24.3,87.0,84.0,60.3,28.4,23.7,0.3,12.0,0.0
2016-05-11,1008.6,25.5,20.6,75.0,62.0,0.0,28.8,23.4,8.8,26.0,0.0
2016-05-12,1009.8,25.1,21.4,80.0,78.0,0.05,27.6,23.7,5.0,28.6,3.0
2016-05-13,1012.4,25.5,22.2,82.0,88.0,0.05,27.8,24.4,1.2,24.9,2.0
2016-05-14,1014.2,25.4,23.4,89.0,86.0,4.7,27.7,24.0,2.8,28.3,1.0
2016-05-15,1012.1,26.6,23.7,85.0,75.0,1.0,29.8,24.4,7.7,15.7,0.0
2016-05-16,1011.2,24.8,19.4,73.0,69.0,0.3,27.1,22.5,7.2,21.9,0.0
2016-05-17,1012.3,23.7,20.1,80.0,86.0,1.2,24.6,23.2,0.3,39.5,0.0
2016-05-18,1012.0,24.5,19.9,76.0,79.0,0.0,26.3,23.4,4.8,30.3,0.0
2016-05-19,1009.9,25.5,22.5,84.0,85.0,0.05,28.1,24.0,3.5,26.4,0.0
2016-05-20,1006.9,25.2,24.2,94.0,88.0,16.1,26.2,24.3,0.1,22.3,0.0
2016-05-21,1005.9,26.5,24.3,88.0,77.0,37.6,28.3,24.7,1.9,25.9,0.0
2016-05-22,1007.8,27.2,22.7,77.0,63.0,0.0,30.8,25.3,5.6,11.3,0.0
2016-05-23,1008.4,26.8,23.2,81.0,65.0,0.05,28.9,24.8,6.4,7.9,0.0
2016-05-24,1007.9,27.5,24.1,82.0,61.0,0.05,30.7,25.4,7.6,7.4,0.0
2016-05-25,1007.8,28.0,24.7,82.0,62.0,0.05,30.9,26.2,8.8,16.2,0.0
2016-05-26,1007.6,27.6,24.8,85.0,84.0,0.1,29.5,26.7,1.8,34.8,0.0
2016-05-27,1006.4,27.5,25.5,89.0,88.0,14.4,29.1,26.0,1.2,32.5,0.0
2016-05-28,1007.6,27.7,25.6,89.0,89.0,62.9,30.3,24.5,1.2,24.0,0.0
2016-05-29,1007.9,29.1,26.1,84.0,77.0,0.8,31.0,27.2,3.6,19.0,0.0
2016-05-30,1008.8,29.8,26.0,80.0,73.0,0.1,32.1,28.0,9.8,22.8,0.0
2016-05-31,1009.5,29.9,25.7,79.0,72.0,0.0,31.8,28.7,7.0,25.2,0.0
2016-06-01,1007.8,30.1,26.2,80.0,73.0,0.0,32.8,28.6,7.2,31.7,1.0
2016-06-02,1006.0,30.3,26.3,79.0,58.0,0.0,33.0,28.7,10.0,27.4,0.0
2016-06-03,1006.5,30.3,26.5,80.0,77.0,0.05,32.4,29.0,5.2,28.8,0.0
2016-06-04,1007.9,28.7,25.4,83.0,75.0,12.4,33.8,24.7,5.5,20.8,0.0
2016-06-05,1008.8,26.9,24.3,86.0,87.0,7.6,30.4,25.0,0.7,9.8,0.0
2016-06-06,1008.8,26.2,24.7,91.0,80.0,77.6,29.1,24.8,2.2,11.2,0.0
2016-06-07,1008.1,28.1,25.4,86.0,75.0,0.4,30.7,26.3,5.7,9.5,0.0
2016-06-08,1006.3,27.1,25.1,89.0,85.0,46.5,30.0,24.1,3.1,,0.0
2016-06-09,1005.7,28.2,25.7,86.0,79.0,0.05,31.7,26.6,6.5,,0.0
2016-06-10,1005.7,27.9,25.8,89.0,80.0,9.1,31.1,26.6,4.5,,0.0
2016-06-11,1005.9,26.6,25.4,93.0,85.0,85.5,27.8,25.4,0.0,20.0,0.0
2016-06-12,1005.7,27.1,25.8,93.0,96.0,28.2,29.2,25.4,0.0,29.8,0.0
2016-06-13,1005.0,29.7,26.7,84.0,90.0,0.1,31.5,28.5,1.3,,0.0
2016-06-14,1004.2,30.2,26.6,81.0,88.0,0.05,31.7,29.2,2.4,30.0,0.0
2016-06-15,1005.3,30.3,26.3,79.0,86.0,0.6,32.0,29.3,1.6,29.3,0.0
2016-06-16,1006.7,29.4,25.9,82.0,88.0,2.8,31.4,28.2,1.6,,0.0
2016-06-17,1008.2,29.4,25.9,82.0,85.0,2.5,32.1,26.7,7.2,12.8,0.0
2016-06-18,1010.5,29.3,26.0,83.0,81.0,13.1,30.8,27.7,2.3,19.8,0.0
2016-06-19,1010.3,30.1,26.1,80.0,41.0,0.0,34.2,27.8,12.0,12.4,0.0
2016-06-20,1008.5,30.8,26.3,78.0,59.0,0.05,34.4,28.6,9.1,12.1,0.0
2016-06-21,1009.3,30.6,25.6,75.0,51.0,0.0,33.7,28.7,10.0,12.6,0.0
2016-06-22,1009.5,30.5,25.3,75.0,32.0,0.0,33.7,28.5,9.3,10.9,0.0
2016-06-23,1008.4,30.4,24.7,72.0,20.0,0.0,34.1,28.4,11.4,9.6,0.0
2016-06-24,1008.1,31.0,25.0,72.0,38.0,0.0,35.2,28.8,11.2,9.0,0.0
2016-06-25,1008.9,31.4,26.1,74.0,39.0,0.0,35.5,28.9,10.6,9.1,0.0
2016-06-26,1009.1,31.3,26.3,75.0,57.0,0.05,35.1,29.4,9.9,11.9,0.0
2016-06-27,1007.5,31.1,26.7,78.0,61.0,1.7,35.1,28.6,8.6,15.7,0.0
2016-06-28,1007.5,29.1,26.3,85.0,83.0,37.1,32.3,26.3,4.2,26.1,0.0
2016-06-29,1010.0,29.0,26.7,87.0,79.0,20.4,33.3,27.5,3.9,23.4,0.0
2016-06-30,1010.3,30.0,26.0,80.0,83.0,1.8,33.1,27.8,6.3,24.4,0.0
2016-07-01,1008.9,30.1,26.0,79.0,78.0,3.4,33.0,27.7,5.3,21.9,0.0
2016-07-02,1009.1,29.4,26.0,82.0,86.0,20.8,32.0,26.9,2.7,21.9,0.0
2016-07-03,1008.7,29.4,25.8,82.0,84.0,2.7,31.5,27.3,1.8,25.1,0.0
2016-07-04,1006.6,30.1,25.9,78.0,83.0,3.8,33.0,28.0,6.8,33.0,0.0
2016-07-05,1007.5,29.0,26.5,87.0,88.0,9.8,32.6,25.8,5.4,22.5,0.0
2016-07-06,1008.4,27.3,26.0,93.0,88.0,33.6,28.8,24.7,0.5,,0.0
2016-07-07,1005.9,30.2,25.6,77.0,53.0,0.05,34.0,27.9,10.5,,0.0
2016-07-08,1001.0,31.0,25.9,75.0,46.0,0.0,34.2,28.1,10.4,23.5,2.0
2016-07-09,999.0,31.5,26.4,75.0,57.0,10.3,35.6,26.4,10.0,25.0,0.0
2016-07-10,1000.3,28.6,25.0,81.0,88.0,1.7,31.3,26.2,2.5,18.8,0.0
2016-07-11,1002.2,28.9,26.1,85.0,89.0,11.7,31.1,26.1,2.4,19.8,0.0
2016-07-12,1003.8,28.1,25.1,84.0,88.0,0.1,29.0,27.0,0.0,16.3,0.0
2016-07-13,1005.0,28.6,26.1,87.0,82.0,35.2,31.7,25.6,2.2,12.6,0.0
2016-07-14,1006.8,28.9,26.2,86.0,83.0,10.2,30.3,26.4,0.2,14.3,0.0
2016-07-15,1007.0,30.2,26.4,81.0,78.0,1.0,33.0,28.6,6.2,,0.0
2016-07-16,1008.1,30.6,26.4,79.0,69.0,0.3,33.2,29.0,8.5,25.1,0.0
2016-07-17,1008.5,30.6,26.2,78.0,69.0,0.0,33.2,29.0,9.2,23.7,0.0
2016-07-18,1007.5,30.4,25.3,74.0,72.0,0.6,32.4,28.7,10.1,23.7,0.0
2016-07-19,1007.9,29.9,25.8,79.0,78.0,4.4,32.3,26.7,4.1,25.1,0.0
2016-07-20,1009.8,29.2,25.6,82.0,70.0,16.8,31.9,25.6,6.4,22.6,0.0
2016-07-21,1010.9,30.0,25.3,76.0,49.0,0.3,33.3,27.5,8.8,12.3,0.0
2016-07-22,1010.3,30.0,25.2,76.0,29.0,0.0,32.9,28.1,11.4,14.5,0.0
2016-07-23,1008.9,30.0,25.4,77.0,32.0,0.0,32.8,28.0,11.9,21.6,0.0
2016-07-24,1008.4,30.4,24.6,72.0,21.0,0.0,34.0,28.0,12.1,16.0,0.0
2016-07-25,1008.6,30.8,25.5,74.0,28.0,0.0,35.0,28.3,11.0,8.3,0.0
2016-07-26,1008.3,29.4,26.4,84.0,57.0,8.0,32.0,27.0,7.4,17.5,0.0
2016-07-27,1009.3,30.2,25.3,76.0,44.0,0.05,33.4,28.0,10.1,,0.0
2016-07-28,1009.7,30.1,24.8,74.0,29.0,0.0,32.9,28.1,11.8,12.8,0.0
2016-07-29,1008.5,30.3,24.9,74.0,32.0,0.0,33.7,27.6,11.8,21.9,0.0
2016-07-30,1006.6,29.9,24.7,74.0,49.0,0.05,33.5,28.7,6.3,16.1,0.0
2016-07-31,1005.1,30.1,24.9,74.0,47.0,1.2,33.9,27.0,10.4,14.1,0.0
2016-08-01,998.8,29.5,24.9,76.0,85.0,4.6,31.6,26.8,1.9,19.6,2.0
2016-08-02,995.9,27.1,25.0,88.0,93.0,121.0,29.5,25.1,0.9,52.5,0.0
2016-08-03,1006.3,26.8,25.5,93.0,86.0,17.3,27.8,26.1,0.2,14.3,0.0
2016-08-04,1008.7,26.9,26.0,94.0,82.0,20.9,28.6,26.1,0.8,23.6,0.0
2016-08-05,1008.3,29.3,26.0,83.0,58.0,0.05,32.3,27.0,8.5,11.0,0.0
2016-08-06,1005.0,30.0,25.4,77.0,36.0,0.0,33.2,27.4,11.3,20.4,0.0
2016-08-07,1002.8,30.4,26.4,80.0,61.0,0.0,33.4,28.2,9.7,22.3,0.0
2016-08-08,1003.0,30.5,26.3,79.0,83.0,0.0,33.4,28.6,8.2,17.9,0.0
2016-08-09,1001.8,29.2,26.1,83.0,83.0,33.5,32.7,26.1,4.5,11.0,0.0
2016-08-10,1002.6,26.7,25.1,91.0,89.0,39.8,29.3,24.7,0.8,7.8,0.0
2016-08-11,1003.2,27.2,24.8,87.0,85.0,42.1,29.9,25.2,3.1,8.9,0.0
2016-08-12,1001.3,28.1,25.5,86.0,86.0,0.4,29.4,26.9,0.4,10.9,0.0
2016-08-13,999.8,28.8,25.9,84.0,71.0,0.05,32.3,27.1,9.0,12.1,0.0
2016-08-14,998.3,27.3,25.4,90.0,89.0,25.7,29.4,25.8,0.7,26.4,0.0
2016-08-15,997.4,26.6,25.3,93.0,88.0,19.1,28.4,25.6,0.5,16.3,0.0
2016-08-16,996.0,26.2,25.4,96.0,88.0,49.9,26.9,25.5,0.0,18.8,0.0
2016-08-17,993.7,26.5,25.8,96.0,89.0,40.9,28.0,25.3,0.8,32.8,0.0
2016-08-18,996.3,27.0,25.9,94.0,88.0,50.9,28.7,25.9,1.3,34.3,0.0
2016-08-19,1003.0,28.2,26.4,90.0,84.0,10.5,31.3,26.5,5.2,20.1,0.0
2016-08-20,1004.7,29.2,26.8,88.0,74.0,3.8,32.4,27.4,4.9,6.4,0.0
2016-08-21,1003.2,27.4,25.0,87.0,58.0,39.9,31.2,24.5,5.2,12.1,0.0
2016-08-22,1004.7,29.3,25.8,82.0,27.0,0.0,33.0,27.3,10.0,15.0,0.0
2016-08-23,1004.8,29.7,24.3,74.0,19.0,0.0,33.4,27.2,10.6,4.9,0.0
2016-08-24,1003.8,30.1,25.0,75.0,42.0,0.0,33.5,27.9,11.0,10.8,0.0
2016-08-25,1004.2,30.4,25.8,77.0,34.0,0.0,34.4,28.1,10.7,11.6,0.0
2016-08-26,1004.6,30.4,24.7,72.0,34.0,0.0,33.6,28.1,10.6,10.9,0.0
2016-08-27,1006.4,29.7,25.6,79.0,74.0,3.5,33.2,27.0,6.2,8.3,1.0
2016-08-28,1006.4,27.6,24.1,82.0,82.0,8.7,31.0,25.4,1.1,19.9,4.0
2016-08-29,1007.2,26.7,22.0,76.0,87.0,0.05,28.0,26.2,0.9,27.2,0.0
2016-08-30,1007.6,28.0,21.8,69.0,77.0,0.0,31.2,26.1,5.0,12.0,0.0
2016-08-31,1006.3,28.6,24.2,78.0,84.0,0.2,31.5,26.6,4.5,8.8,0.0
2016-09-01,1003.3,27.9,25.6,88.0,86.0,68.9,30.0,25.2,2.8,23.5,0.0
2016-09-02,1002.0,28.7,26.1,86.0,88.0,6.1,31.0,27.5,0.5,19.7,0.0
2016-09-03,1002.7,28.1,25.7,87.0,88.0,7.0,31.2,25.7,1.2,10.9,2.0
2016-09-04,1005.2,28.2,25.3,84.0,88.0,0.05,30.1,27.0,3.1,28.1,2.0
2016-09-05,1006.1,27.1,25.1,89.0,86.0,75.3,29.2,25.8,0.4,30.0,0.0
2016-09-06,1006.7,26.7,25.0,90.0,86.0,10.8,27.7,25.7,0.7,7.3,0.0
2016-09-07,1007.5,26.5,24.8,90.0,91.0,20.4,28.0,25.4,0.0,16.1,0.0
2016-09-08,1008.0,27.1,25.2,90.0,84.0,2.8,28.4,25.5,0.2,8.8,0.0
2016-09-09,1008.4,27.0,24.8,88.0,87.0,16.3,29.4,25.5,1.1,11.3,0.0
2016-09-10,1007.8,26.3,25.1,93.0,87.0,53.2,27.7,24.5,0.1,11.0,0.0
2016-09-11,1008.4,28.1,25.6,87.0,72.0,6.6,31.6,25.9,6.4,7.1,0.0
2016-09-12,1010.2,28.7,25.3,83.0,49.0,0.0,32.7,26.0,10.5,15.2,0.0
2016-09-13,1010.2,28.2,25.2,84.0,61.0,8.5,30.9,26.0,5.0,18.7,0.0
2016-09-14,1004.5,29.6,23.0,69.0,59.0,0.0,32.6,26.9,9.7,17.1,1.0
2016-09-15,1002.9,29.4,22.8,68.0,63.0,0.7,31.9,28.0,4.5,15.0,0.0
2016-09-16,1004.9,29.0,22.9,70.0,44.0,0.0,31.3,27.3,7.3,15.3,0.0
2016-09-17,1005.7,29.3,22.2,66.0,50.0,0.0,31.6,27.3,7.3,19.4,0.0
2016-09-18,1006.9,28.6,21.7,66.0,47.0,0.05,31.5,26.3,5.9,12.7,0.0
2016-09-19,1008.0,28.6,23.1,73.0,51.0,3.8,32.6,25.5,7.5,21.0,0.0
2016-09-20,1012.1,25.5,23.2,87.0,85.0,39.6,29.5,22.8,3.6,31.5,3.0
2016-09-21,1014.4,27.1,22.6,77.0,52.0,2.4,30.6,24.7,10.4,35.7,0.0
2016-09-22,1013.6,27.2,22.7,76.0,87.0,0.0,28.9,26.1,3.8,35.0,0.0
2016-09-23,1012.0,27.7,23.5,78.0,88.0,0.05,29.9,26.5,7.3,30.8,0.0
2016-09-24,1010.5,27.9,23.8,78.0,66.0,0.05,30.5,26.6,7.9,28.1,0.0
2016-09-25,1009.8,28.1,24.3,80.0,52.0,0.0,30.5,26.9,7.1,20.3,0.0
2016-09-26,1007.7,28.5,24.8,81.0,69.0,0.05,31.1,27.0,7.3,15.0,10.0
2016-09-27,1002.6,31.1,24.1,68.0,36.0,0.0,34.9,27.7,10.2,11.2,9.0
2016-09-28,999.5,30.4,21.3,58.0,79.0,0.0,32.2,28.9,0.3,25.5,6.0
2016-09-29,1003.9,26.5,20.5,70.0,88.0,0.7,28.9,24.9,1.1,18.2,0.0
2016-09-30,1007.7,25.1,21.0,78.0,86.0,0.0,26.4,24.1,2.5,7.4,12.0
2016-10-01,1009.9,26.6,24.6,89.0,75.0,95.5,29.4,24.0,5.8,16.2,12.0
2016-10-02,1009.0,27.6,24.3,82.0,76.0,0.05,29.8,26.2,3.0,17.9,9.0
2016-10-03,1007.8,27.5,24.1,82.0,84.0,0.2,28.3,26.6,1.2,28.5,0.0
2016-10-04,1008.1,27.5,24.4,83.0,60.0,0.0,29.5,26.5,4.9,17.5,0.0
2016-10-05,1008.9,28.6,24.3,78.0,68.0,0.05,31.9,26.9,5.7,18.7,0.0
2016-10-06,1009.1,28.5,23.5,75.0,57.0,16.7,32.4,25.9,8.9,19.3,0.0
2016-10-07,1007.1,27.7,23.5,79.0,86.0,17.3,29.3,25.5,3.8,23.6,0.0
2016-10-08,1006.8,28.1,22.4,71.0,88.0,0.05,29.9,27.0,2.1,35.2,0.0
2016-10-09,1008.9,26.5,20.4,69.0,86.0,0.0,28.8,24.9,4.7,33.0,0.0
2016-10-10,1010.2,25.3,19.4,70.0,74.0,0.0,28.1,23.5,6.8,28.0,0.0
2016-10-11,1010.7,24.5,20.6,79.0,88.0,0.1,26.8,22.0,0.7,29.8,0.0
2016-10-12,1012.5,24.6,21.6,84.0,88.0,0.9,25.8,23.0,0.1,39.7,0.0
2016-10-13,1013.5,26.0,21.6,77.0,72.0,0.05,29.3,24.2,6.5,39.5,0.0
2016-10-14,1013.2,26.7,21.9,76.0,70.0,0.05,29.9,25.0,9.0,34.6,0.0
2016-10-15,1012.6,27.2,21.6,72.0,63.0,0.0,30.3,24.6,7.0,20.3,0.0
2016-10-16,1010.9,28.0,22.1,71.0,62.0,0.0,30.8,25.9,7.8,20.3,0.0
2016-10-17,1009.1,26.6,22.9,81.0,89.0,16.7,28.8,24.1,2.2,43.5,0.0
2016-10-18,1008.1,24.8,24.2,96.0,91.0,178.7,25.5,23.9,0.0,57.5,0.0
2016-10-19,1008.7,25.1,24.6,96.0,94.0,223.4,25.9,24.4,0.1,36.0,0.0
2016-10-20,1004.6,27.3,23.8,82.0,82.0,0.0,29.5,24.7,7.4,15.8,7.0
2016-10-21,997.1,26.1,23.6,86.0,96.0,72.5,28.0,24.4,0.0,60.8,0.0
2016-10-22,1007.8,27.5,24.4,84.0,77.0,1.9,29.4,26.1,5.0,18.1,0.0
2016-10-23,1010.0,27.1,24.9,88.0,68.0,0.0,29.1,25.8,2.8,5.9,0.0
2016-10-24,1011.3,27.3,25.2,88.0,74.0,0.05,29.1,26.1,4.1,13.8,0.0
2016-10-25,1013.3,27.3,24.8,87.0,65.0,0.05,29.8,26.1,9.2,16.5,0.0
2016-10-26,1015.6,27.1,24.2,84.0,47.0,0.0,30.0,25.7,8.5,17.1,0.0
2016-10-27,1016.0,27.5,23.5,79.0,41.0,0.0,30.9,25.4,9.8,11.1,0.0
2016-10-28,1014.9,28.2,23.3,75.0,54.0,0.0,31.5,26.3,10.3,8.6,0.0
2016-10-29,1017.2,26.7,22.7,79.0,70.0,0.5,29.0,24.3,3.7,31.5,0.0
2016-10-30,1019.8,24.4,19.4,74.0,85.0,0.0,26.6,22.9,3.6,32.3,0.0
2016-10-31,1019.1,25.5,19.7,70.0,66.0,0.0,28.7,23.1,7.9,24.0,0.0
2016-11-01,1019.7,23.9,18.0,69.0,76.0,0.0,25.3,22.5,5.2,31.2,0.0
